Client_ID,Membership_Length,Accountt_Value,Product_Count,CreditCard_Flag,Activity_Status,Premium_Tier,Left_Service
15764866,3,116220.5,3,1,0,0,1
15651001,5,116803.8,1,1,0,0,0
15813844,8,105961.68,2,0,1,0,0
15596175,6,117411.6,1,1,1,0,1
15797219,10,123497.58,1,1,0,0,1
15628112,5,77846.9,1,0,0,0,0
15793726,0,0,2,0,1,0,0
15665834,8,0,1,0,0,0,0
15673481,6,99906.19,1,1,0,0,0
15686776,6,184686.41,2,1,0,0,0
15673693,0,110654.02,1,0,1,0,0
15813163,9,99240.51,1,1,0,0,0
15799217,7,52436.2,1,1,0,0,0
15619955,3,100337.96,3,1,0,0,1
15694456,3,0,1,1,1,0,1
15683562,6,84026.86,1,0,1,0,0
15782210,1,0,1,1,0,0,1
15668893,8,0,2,1,1,0,0
15643024,4,138718.92,1,1,1,0,1
15708608,8,174185.98,2,0,1,0,0
15573112,5,103907.28,1,1,0,0,0
15790678,8,119023.28,1,1,0,0,0
15727556,5,166297.89,1,1,1,0,0
15697307,10,0,2,1,0,0,0
15655774,7,0,2,1,0,0,0
15723654,2,135903.33,1,1,0,0,0
15684173,7,0,3,1,0,0,1
15811490,5,0,2,1,1,0,0
15624188,6,0,2,1,1,0,0
15812191,4,118082.89,1,0,0,0,0
15712287,4,0,2,1,1,0,0
15797960,0,135296.33,1,1,0,0,0
15581539,3,0,2,0,0,0,0
15677512,3,0,1,1,0,0,0
15669064,1,144848.74,1,1,1,0,0
15624528,7,116244.14,2,1,1,0,0
15601274,1,146502.07,1,1,0,0,0
15742668,6,108269.37,1,1,0,0,0
15697441,7,182123.79,1,1,0,0,1
15648064,2,0,2,1,0,0,0
15786170,4,118342.26,1,0,0,0,0
15785869,7,0,2,1,0,0,0
15763859,7,0,2,1,0,0,0
15735203,1,114510.85,1,1,1,0,0
15659420,3,107594.11,2,1,1,0,0
15625461,1,187841.99,2,1,1,0,0
15803716,3,0,2,0,1,0,0
15745088,9,99027.61,2,1,0,0,0
15676715,9,0,2,1,1,0,0
15633537,9,87271.41,2,1,0,0,0
15583303,2,152265.43,1,1,0,0,0
15688074,1,125013.72,1,1,1,0,0
15759537,7,58469.37,2,1,1,0,0
15667871,4,152390.26,1,1,0,0,0
15677371,2,34013.63,1,1,0,0,0
15629677,2,0,3,0,0,0,1
15713578,9,0,2,1,1,0,0
15591509,7,101583.11,2,1,0,0,0
15622993,8,124695.72,2,1,0,0,0
15689294,3,105934.96,1,1,0,0,0
15720910,9,0,1,1,1,0,0
15748936,2,0,2,0,1,0,0
15717225,10,161525.96,2,1,0,0,0
15785611,3,183102.29,1,1,1,0,0
15573456,9,127209,2,1,0,0,1
15684548,8,0,2,0,0,0,1
15620505,0,97378.54,1,1,1,0,0
15781589,8,0,2,0,1,0,0
15732674,6,70438.01,2,0,1,0,0
15642291,8,0,2,1,1,0,0
15692761,9,0,1,1,0,0,0
15745354,4,0,2,1,0,0,0
15701376,10,152958.29,2,1,1,0,0
15566594,10,0,2,0,0,0,0
15760431,1,0,2,1,1,0,0
15801559,9,181461.48,3,1,1,0,1
15810432,8,0,2,1,0,0,0
15809616,8,0,2,0,0,0,0
15615624,6,0,2,0,0,0,0
15716186,2,0,2,1,0,0,0
15566111,9,0,1,1,0,0,0
15784597,9,162923.85,1,1,0,0,0
15652883,10,124576.65,2,1,0,0,0
15806964,0,80793.58,1,1,1,0,0
15576313,9,71340.09,1,1,0,0,0
15597602,3,137946.39,1,1,1,0,1
15705521,0,101084.36,1,1,0,0,0
15595039,8,114754.08,1,1,0,0,1
15799384,8,0,1,0,0,0,0
15581197,3,99286.98,1,0,1,0,0
15624623,10,104088.59,2,0,0,0,0
15782735,3,0,1,0,0,0,0
15611088,9,0,2,1,0,0,0
15732628,2,122220.19,1,1,1,0,0
15787470,3,116528.15,1,0,0,0,1
15644572,4,125832.2,1,1,1,0,0
15694860,6,68065.8,1,0,0,0,1
15710825,7,110071.1,1,0,0,0,0
15668444,3,139432.37,1,1,0,0,0
15726631,6,127357.76,1,0,1,0,0
15733797,5,0,2,1,0,0,0
15707362,1,95556.31,1,0,1,0,1
15732778,1,111681.98,2,1,1,0,0
15670039,3,108738.71,2,1,0,0,0
15773792,4,133950.37,1,1,1,0,1
15613786,4,0,2,1,1,0,0
15593782,5,130878.75,3,1,0,0,1
15749167,3,0,2,1,1,0,0
15683625,1,149762.08,1,1,0,0,1
15681705,8,0,2,1,0,0,0
15591986,6,141078.37,1,0,0,0,1
15798888,1,117992.59,1,1,1,0,0
15744398,5,0,2,1,0,0,0
15750658,8,0,3,0,0,0,0
15578186,9,115217.99,2,1,0,0,0
15676519,9,0,2,1,0,0,1
15637954,0,155470.55,1,1,1,0,0
15758639,7,0,2,1,0,0,0
15731744,2,0,2,0,1,0,0
15807709,9,180075.22,1,1,1,0,0
15699005,2,156067.05,1,1,1,0,0
15585865,2,170061.92,2,0,0,0,1
15662403,6,169089.38,2,1,0,0,0
15591995,8,121581.56,2,1,1,0,0
15677020,8,0,1,0,1,0,1
15715941,5,0,2,1,1,0,0
15715527,4,0,1,0,0,0,0
15576623,5,0,2,1,0,0,0
15677307,6,137326.65,1,1,0,0,0
15598883,2,0,2,1,1,0,0
15761043,6,86569.76,2,1,0,0,0
15593601,6,133598.4,1,1,1,0,0
15682048,3,136188.78,1,1,1,0,1
15653547,7,131317.48,1,1,1,0,0
15595766,5,93722.73,2,1,1,0,0
15742358,8,101160.99,1,1,1,0,0
15763274,3,120320.54,1,0,0,0,0
15653849,3,152827.99,1,1,0,0,1
15694272,1,64097.75,1,1,1,0,0
15736112,2,119035.35,2,1,1,0,0
15749851,4,135219.57,1,0,1,0,0
15592300,10,59408.63,1,1,0,0,0
15567832,7,114354.95,1,1,0,0,0
15739803,9,0,2,1,0,0,0
15776223,4,64740.12,1,1,1,0,0
15705953,0,169312.13,1,1,0,0,1
15708916,0,0,2,1,0,0,0
15720187,7,143964.36,2,1,0,0,0
15595440,7,122451.46,2,1,1,0,0
15600651,1,0,3,1,1,0,0
15750141,3,65253.07,2,1,0,0,0
15657284,6,106901.94,1,1,1,0,1
15763063,10,128509.63,1,1,0,0,0
15775318,3,154962.99,3,0,1,0,1
15634844,3,91536.93,1,1,0,0,1
15670080,7,105204.01,1,0,1,0,0
15788126,6,121021.05,1,1,1,0,0
15689614,1,137715.66,1,1,1,0,0
15644753,3,110929.96,1,1,1,0,0
15633922,4,123217.66,2,0,1,0,0
15734674,6,0,1,1,0,0,0
15658032,2,0,2,1,1,0,0
15737741,2,108431.87,2,0,1,0,1
15753719,9,72392.41,1,1,0,0,0
15718057,2,100946.71,1,0,0,0,1
15680998,5,0,1,1,1,0,0
15614782,1,0,1,1,0,0,0
15591047,6,157296.02,2,0,0,0,1
15788291,7,144606.22,1,1,1,0,1
15680970,2,114206.84,1,1,0,0,0
15637476,5,162448.69,1,0,0,0,1
15645569,7,123709.46,2,1,1,0,0
15661249,4,0,2,0,1,0,0
15686611,10,129755.99,1,0,0,0,0
15603203,6,0,2,1,0,0,0
15619857,2,129555.7,1,1,1,0,0
15660271,8,146133.39,1,1,1,0,0
15745295,0,0,1,1,0,0,1
15766575,8,140745.33,1,1,0,0,1
15682585,9,114193.24,1,1,0,0,0
15773456,3,145747.67,2,0,1,0,0
15604119,7,110349.82,1,0,0,0,0
15626900,1,141325.56,1,1,1,0,0
15605447,2,78653.84,1,1,0,0,0
15811762,6,115988.86,1,1,0,0,1
15798398,4,135438.4,1,0,0,0,0
15809663,1,125406.58,1,1,1,0,0
15640078,5,135134.99,1,1,0,0,1
15698786,9,133102.92,1,1,0,0,1
15730830,3,0,2,1,1,0,0
15633064,4,0,2,1,0,0,0
15703119,6,0,2,1,1,0,0
15730447,4,0,2,1,1,0,0
15813850,7,0,1,1,1,0,0
15711889,3,150461.07,1,1,0,0,0
15664610,4,133994.52,1,1,1,0,1
15751710,8,164870.81,2,1,1,0,0
15813741,6,193858.2,1,0,1,0,0
15698474,1,131039.97,2,1,1,0,0
15568595,9,113829.45,1,1,1,0,0
15699637,8,116326.07,1,1,1,0,0
15788659,4,0,2,1,1,0,0
15575024,3,0,2,1,1,0,0
15662397,5,176099.13,1,1,1,0,0
15576368,3,122388.38,2,0,0,0,0
15674991,9,0,2,0,1,0,0
15721024,0,0,1,0,0,0,0
15642394,5,0,2,1,1,0,0
15754605,5,0,2,1,1,0,0
15607040,4,88736.44,2,1,0,0,0
15715142,7,102703.62,1,0,1,0,1
15780804,5,97318.25,1,0,1,0,0
15775238,4,133432.59,1,0,1,0,0
15786905,8,141782.57,2,0,0,0,0
15579334,5,126674.81,1,1,0,0,1
15802741,7,136294.97,1,1,0,0,1
15720649,5,66392.64,1,1,0,0,0
15688251,1,76408.85,2,1,0,0,0
15665238,8,145071.24,1,0,0,0,0
15748625,6,0,2,1,1,0,0
15669516,2,0,2,1,1,0,0
15736534,0,181656.51,1,1,1,0,0
15659098,7,95128.86,1,0,0,0,0
15566292,1,0,2,0,1,0,0
15808621,2,76190.48,2,1,1,0,0
15776231,4,88109.81,1,1,1,0,0
15773809,4,0,2,1,0,0,0
15649423,8,0,2,0,1,0,0
15734886,3,123971.51,2,1,0,0,0
15807609,3,86605.5,3,1,0,0,1
15578977,9,0,2,1,0,0,0
15677369,4,58629.97,1,0,0,0,0
15696859,10,0,2,0,0,0,0
15653780,5,0,1,1,1,0,0
15578761,6,129634.25,2,1,1,0,1
15736879,1,0,2,0,0,0,0
15626742,3,97530.25,1,1,1,0,0
15672692,10,145988.65,2,1,1,0,0
15673570,9,0,2,0,1,0,0
15767432,7,0,3,1,1,0,0
15654238,5,137494.28,1,1,0,0,0
15790757,10,0,2,0,0,0,0
15723873,3,125167.02,1,0,0,0,0
15612966,7,128981.07,1,0,1,0,1
15784209,6,0,1,1,1,0,0
15794278,6,151858.98,1,1,1,0,0
15661036,6,0,2,1,0,0,0
15637414,7,128736.39,1,0,1,0,0
15716835,8,156325.38,1,1,1,0,0
15696231,7,105405.97,1,1,1,0,0
15641675,2,88915.37,3,0,0,0,1
15670755,8,0,2,1,1,0,0
15640059,5,0,2,1,1,0,0
15698839,4,127559.97,2,1,1,0,0
15790314,0,0,2,0,1,0,0
15677305,7,107749.03,1,1,1,0,0
15637979,2,127160.78,2,1,0,0,0
15815364,2,0,2,1,1,0,0
15647099,9,156091.97,1,1,0,0,0
15622750,1,114292.48,1,1,0,0,0
15810864,2,0,2,0,1,0,0
15677921,9,115920.62,2,0,0,0,1
15640442,4,129722.57,1,0,0,0,0
15685320,3,139180.2,1,0,0,0,0
15628936,9,118945.09,1,0,0,0,1
15797227,8,0,2,1,1,0,0
15769974,8,119182.73,1,0,0,0,0
15737051,8,0,2,1,0,0,0
15745196,8,0,2,0,0,0,0
15653253,8,167997.6,1,1,1,0,0
15763431,2,82275.35,2,1,1,0,0
15707473,6,111962.99,1,1,0,0,0
15769504,1,131736.88,1,1,1,0,0
15776807,1,0,1,1,0,0,0
15668747,9,98444.19,1,0,1,0,0
15570134,6,187530.66,2,1,1,0,0
15567367,9,133636.16,1,0,1,0,0
15762238,0,84745.03,2,0,1,0,0
15712825,9,0,2,0,1,0,0
15640280,4,127771.35,2,0,1,0,0
15756026,9,0,1,0,0,0,1
15613319,0,0,1,0,0,0,0
15708917,10,167772.96,1,1,1,0,0
15778463,6,95845.6,1,1,0,0,0
15641655,2,0,2,0,0,0,0
15806438,2,123331.36,1,0,0,0,1
15591969,9,75263.16,1,1,1,0,0
15747807,6,137824.03,2,1,0,0,0
15757811,9,137453.43,1,0,1,0,1
15660535,5,0,2,1,1,0,0
15596914,2,112373.49,2,1,1,0,0
15695846,6,0,2,1,1,0,0
15797964,1,154333.82,1,1,1,0,0
15625881,3,111432.77,2,1,1,0,0
15780628,6,0,2,0,0,0,0
15575883,2,137390.11,2,1,0,0,0
15589488,5,111642.08,1,1,1,0,0
15727915,4,83543.37,1,0,0,0,0
15707567,6,145338.76,1,0,0,0,1
15599433,8,58641.43,1,0,1,0,0
15806983,3,137148.68,1,1,0,0,0
15592222,7,80001.23,1,0,0,0,0
15608968,6,86402.52,2,0,0,0,0
15586959,5,0,2,1,0,0,0
15794048,1,97133.92,2,0,0,0,1
15745012,6,0,2,1,1,0,0
15760550,7,143637.58,2,0,1,0,0
15807663,8,190227.46,1,1,0,0,1
15614215,6,0,2,0,1,0,0
15808017,1,88293.13,2,1,1,0,0
15756804,1,170833.46,1,1,0,0,1
15646810,6,108122.39,2,1,0,0,1
15710424,4,0,1,1,1,0,0
15692750,7,129818.39,3,1,0,0,1
15674840,5,101430.3,2,0,1,0,0
15656333,3,134348.57,1,1,0,0,0
15585362,6,0,1,1,0,0,1
15571928,4,0,3,1,0,0,1
15777211,7,92113.61,1,1,1,0,0
15625021,2,0,2,1,1,0,0
15702968,3,106545.53,1,1,1,0,0
15600462,8,145618.37,1,0,1,0,0
15585255,9,0,1,1,0,0,0
15772781,3,0,3,1,1,0,1
15733119,8,0,2,1,0,0,0
15792388,7,90612.34,1,1,1,0,0
15794580,4,0,1,0,0,0,1
15675964,9,0,1,1,1,0,1
15724848,1,104947.72,1,1,0,0,1
15693814,7,0,2,1,0,0,0
15599660,6,116229.85,2,1,1,0,0
15566091,4,0,1,1,0,0,0
15792328,6,0,1,1,1,0,1
15719856,3,47134.75,1,1,1,0,0
15733114,9,0,2,1,0,0,0
15797748,5,0,2,0,1,0,0
15743411,1,0,1,1,0,0,1
15753337,5,0,3,1,0,0,1
15601026,1,138657.08,1,1,1,0,0
15636731,1,101609.01,2,1,1,0,0
15628303,3,0,1,1,1,0,0
15790782,6,132628.98,1,0,0,0,0
15700476,9,103522.75,2,1,1,0,0
15634141,8,192390.52,2,1,0,0,0
15737795,1,0,1,0,1,0,1
15790299,9,0,3,1,1,0,0
15662100,5,128605.32,1,0,1,0,0
15599289,10,68598.56,1,1,0,0,0
15754084,1,106518.52,1,1,1,0,0
15729362,8,67226.37,1,1,0,0,0
15709295,5,82931.85,2,1,1,0,0
15745324,4,0,1,1,0,0,1
15741336,5,118590.41,1,1,1,0,1
15620981,3,73309.38,1,0,0,0,1
15606149,9,111577.01,1,0,1,0,0
15660429,2,156371.61,2,0,1,0,1
15631681,0,0,2,0,1,0,0
15619529,8,132576.25,1,0,0,0,0
15628034,6,129101.3,1,1,1,0,0
15686164,1,108822.4,1,1,1,0,0
15582797,4,137948.51,1,1,0,0,0
15753831,7,100433.8,1,1,1,0,0
15580956,4,115888.04,1,1,1,0,1
15602084,5,124626.07,1,1,1,0,0
15641009,3,84496.71,1,0,0,0,0
15605926,9,116854.71,2,0,1,0,0
15805955,10,138333.03,1,1,1,0,0
15605918,5,78992.75,2,0,0,0,0
15779711,7,97257.41,2,0,1,0,0
15705620,5,122453.37,2,1,0,0,0
15685357,8,112940.07,1,0,1,0,0
15570060,8,132558.26,1,1,0,0,1
15799515,8,133297.24,1,1,0,0,0
15704770,1,124532.78,2,0,1,0,0
15756475,9,82293.82,2,1,1,0,0
15655339,1,142120.91,1,1,0,0,0
15724563,3,65046.08,2,0,1,0,0
15782899,7,95357.49,1,0,0,0,0
15623521,9,123105.88,2,1,0,0,0
15608114,7,121286.27,1,0,1,0,0
15659557,4,167738.82,2,1,1,0,0
15633897,1,50880.98,2,1,1,0,0
15701301,3,175159.9,2,0,0,0,1
15701602,5,116497.31,3,0,0,0,1
15739189,6,0,2,1,0,0,0
15799811,10,0,1,1,0,0,1
15655274,4,0,2,0,1,0,0
15585961,3,0,2,0,1,0,0
15686936,5,89634.69,1,1,1,0,1
15602010,5,103909.86,1,1,0,0,1
15654673,6,173434.9,1,1,0,0,1
15759805,4,0,2,1,0,0,0
15769948,0,133377.8,1,0,1,0,0
15686345,9,0,2,1,1,0,0
15681174,1,116537.6,1,0,0,0,0
15750243,4,0,2,0,1,0,0
15689176,3,0,2,0,1,0,0
15668958,2,107316.09,1,1,0,0,0
15631054,1,0,2,1,1,0,0
15593969,7,135483.17,1,1,0,0,1
15779059,4,119624.54,2,1,1,0,0
15785980,6,121132.26,2,1,0,0,0
15793949,4,0,1,1,0,0,1
15645103,5,54817.55,1,1,0,0,0
15623828,4,0,1,0,1,0,0
15715003,2,80816.45,1,1,1,0,0
15798348,6,94684.27,1,1,1,0,0
15769499,3,0,2,1,1,0,0
15798521,3,0,2,1,0,0,0
15812197,7,80293.98,1,0,0,0,0
15650933,8,155413.06,1,1,0,0,0
15692744,4,152169.12,2,0,0,0,1
15688963,10,0,1,1,1,0,1
15599131,4,214346.96,2,1,0,0,0
15680303,6,0,1,1,0,0,1
15628674,7,113348.14,1,1,0,0,1
15625698,6,0,2,0,1,0,0
15750929,8,0,2,1,0,0,0
15633650,8,146720.98,2,1,1,0,0
15589195,7,130933.74,1,0,1,0,0
15699911,8,0,1,1,0,0,0
15692583,5,0,2,1,0,0,0
15591257,8,0,2,1,0,0,0
15696098,10,0,2,1,0,0,0
15645517,2,0,2,1,1,0,0
15649744,3,123981.31,2,1,1,0,0
15604304,4,91622.42,1,1,1,0,0
15813168,3,100717.85,3,1,1,0,1
15673055,7,0,2,1,1,0,0
15782219,9,0,2,1,0,0,0
15746410,7,0,2,1,0,0,0
15780144,2,123403.85,2,1,0,0,0
15590476,7,0,2,1,0,0,0
15624293,3,106511.85,1,1,0,0,0
15660316,1,135549.9,1,0,0,0,1
15616330,4,0,2,1,0,0,0
15592229,0,185891.54,1,1,1,0,1
15798424,1,130854.59,1,1,1,0,1
15723250,8,0,2,1,1,0,0
15592583,1,115414.19,3,0,0,0,1
15589358,4,90018.45,2,1,0,0,0
15789955,1,112414.81,2,0,0,0,1
15596800,1,158456.76,1,1,1,0,1
15647301,3,143734.01,2,1,1,0,0
15750258,2,155663.31,1,1,0,0,0
15733974,9,125822.21,1,1,0,0,0
15656121,6,157791.07,2,0,0,0,0
15614220,5,0,2,0,1,0,0
15569247,1,109679.72,1,0,1,0,0
15716134,5,190008.32,2,1,1,0,0
15763625,9,0,2,1,0,0,0
15694821,4,148962.76,1,0,1,0,1
15671209,5,101713.84,3,1,0,0,0
15616529,3,0,1,1,1,0,0
15773906,4,0,2,0,0,0,0
15752463,4,129938.07,1,0,1,0,0
15589754,2,151421.44,1,0,1,0,0
15669899,7,135643,1,0,0,0,1
15768006,3,152303.8,1,1,0,0,0
15741295,3,0,2,1,1,0,0
15811327,1,79415.67,1,0,1,0,0
15690664,10,0,2,1,0,0,0
15719348,8,0,1,1,0,0,1
15752731,9,0,1,1,0,0,0
15600997,5,67495.04,2,0,1,0,0
15702430,10,0,1,1,1,0,0
15710456,2,0,2,1,0,0,0
15590820,6,79932.41,1,0,0,0,0
15640454,0,120711.73,1,0,0,0,1
15697789,3,122717.53,2,1,1,0,0
15588670,5,203715.15,1,1,0,0,1
15782454,4,0,1,1,1,0,1
15814032,1,93460.47,2,0,0,0,0
15624428,7,40224.7,1,1,1,0,0
15755649,7,130538.77,1,1,0,0,0
15639882,2,128262.72,2,1,0,0,0
15791279,5,169742.64,1,1,1,0,1
15636935,1,0,2,1,1,0,0
15779947,6,146098.43,3,1,0,0,1
15813444,6,0,2,1,0,0,0
15769169,7,0,1,0,1,0,0
15651052,2,127655.22,1,1,0,0,1
15724334,5,0,1,1,0,0,0
15569451,2,101257.16,1,1,1,0,0
15650098,7,0,2,1,1,0,0
15724307,10,121313.88,1,0,1,0,0
15599268,5,0,2,1,0,0,0
15616451,6,128252.66,1,1,1,0,0
15715667,7,0,2,0,0,0,0
15658969,7,0,3,1,0,0,1
15738174,5,0,2,0,1,0,0
15624229,4,0,2,1,1,0,0
15812272,5,124601.58,2,1,1,0,1
15628298,8,128486.11,1,1,0,0,0
15775572,6,88324.31,2,1,0,0,0
15578515,3,0,2,1,0,0,0
15742480,2,109949.05,2,0,1,0,0
15749482,4,78653.05,1,1,0,0,0
15607537,9,107850.82,1,1,0,0,1
15684865,7,143773.07,1,1,1,0,0
15600700,6,116227.27,1,1,1,0,0
15774155,0,103471.52,1,1,1,0,0
15634267,5,0,2,1,0,0,0
15619626,3,137492.35,2,0,1,0,0
15660422,7,0,2,1,0,0,0
15617934,9,129829.59,1,1,1,0,0
15593331,6,146580.69,1,0,1,0,0
15658052,10,81553.93,1,1,0,0,1
15721189,7,0,2,1,1,0,0
15711288,6,0,2,1,0,0,0
15803681,4,0,2,1,1,0,0
15814930,10,125534.51,1,1,0,0,1
15615032,3,0,2,1,1,0,0
15781989,9,120094.93,1,1,0,0,0
15647402,3,0,2,1,1,0,0
15740494,3,0,2,1,0,0,0
15701265,1,104356.94,2,0,1,0,0
15794870,6,73023.17,2,1,0,0,0
15726557,7,165679.92,1,0,0,0,0
15732199,9,104678.62,1,0,1,0,0
15662291,8,116973.26,3,1,0,0,1
15781586,2,126732.85,1,1,1,0,0
15617078,6,148481.09,1,1,0,0,0
15671322,7,115315.04,1,1,0,0,0
15793854,2,99095.73,1,1,1,0,0
15756539,7,165610.41,2,0,0,0,0
15690182,5,113488.68,1,1,0,0,1
15721719,7,77002.2,2,1,1,0,0
15779182,8,182364.53,1,0,0,0,1
15658532,5,162278.32,1,1,1,0,0
15688880,10,102980.44,1,1,0,0,1
15813917,9,143321.97,1,1,0,0,0
15636589,7,0,2,1,1,0,0
15737748,3,151233.62,1,0,0,0,0
15793247,5,0,2,1,1,0,0
15572360,10,57657.49,1,0,0,0,0
15800856,3,83132.09,1,1,1,0,0
15671097,2,0,2,1,0,0,0
15800434,10,76915.4,1,0,0,0,1
15638806,2,0,2,0,0,0,0
15644833,2,0,1,1,0,0,1
15734634,5,100912.19,1,0,0,0,0
15808689,4,0,2,1,1,0,0
15596493,7,0,2,1,1,0,0
15629244,7,159453.64,2,0,0,0,1
15765537,2,142721.52,1,1,1,0,0
15796721,3,145018.49,2,1,1,0,0
15734942,8,82407.51,1,1,0,0,0
15664772,1,79460.98,2,1,1,0,0
15576683,9,0,1,1,0,0,1
15650889,10,133537.1,2,1,0,0,0
15612108,5,164978.01,1,1,1,0,0
15609824,7,176845.41,3,1,0,0,1
15645778,3,81589.04,1,1,0,0,0
15691104,6,119507.58,2,1,0,0,1
15668445,2,0,2,1,1,0,0
15613141,3,135756.96,1,1,1,0,0
15683403,7,0,1,0,1,0,1
15683841,10,113270.2,2,1,1,0,0
15627232,7,114203.47,1,1,1,0,1
15745843,4,0,2,1,1,0,0
15722902,8,125437.64,1,1,1,0,1
15791767,7,0,2,1,0,0,0
15792722,8,64897.75,1,1,0,0,0
15723006,8,0,2,0,1,0,0
15774738,3,107764.75,1,1,0,0,0
15574004,6,117307.44,2,1,1,0,0
15743067,3,130483.95,1,1,0,0,0
15714466,5,0,3,1,0,0,1
15617982,3,0,2,1,0,0,0
15696637,10,151097.28,1,0,1,0,0
15690647,8,67563.31,1,1,0,0,1
15672756,8,112808.18,1,0,1,0,0
15704586,7,0,2,0,1,0,0
