Client_ID,Risk_Score,Annual_Earnings
15644753,848,30876.84
15633922,755,144183.1
15734674,593,65170.66
15658032,701,82526.92
15737741,607,109291.39
15753719,547,77077.14
15718057,760,179614.8
15680998,725,117356.14
15614782,526,160696.72
15591047,519,147278.43
15788291,713,56594.36
15680970,611,164061.6
15637476,683,9221.78
15645569,762,169654.57
15661249,699,111307.98
15686611,495,172749.65
15603203,650,1002.39
15619857,605,13601.79
15660271,688,175296.76
15745295,727,121751.04
15766575,612,193437.89
15682585,593,71154.1
15773456,678,89566.74
15604119,850,126355.8
15626900,427,93839.3
15605447,752,7698.6
15811762,583,57553.98
15798398,785,190627.01
15809663,583,110784.42
15640078,660,173683
15698786,819,27046.46
15730830,752,104991.28
15633064,438,64420.5
15703119,652,145700.22
15730447,629,196335.48
15813850,720,14781.12
15711889,668,108139.23
15664610,459,19287.06
15751710,729,9567.39
15813741,549,21600.11
15698474,601,199661.5
15568595,544,124341.49
15699637,694,117704.65
15788659,695,137537.22
15575024,503,143954.99
15662397,640,8404.73
15576368,624,30020.09
15674991,667,58137.42
15721024,642,47472.68
15642394,529,187288.5
15754605,563,17603.81
15607040,593,67020.03
15715142,739,147802.94
15780804,482,78416.14
15775238,651,151303.48
15786905,749,86333.63
15579334,769,124118.71
15802741,625,38867.46
15720649,641,31106.67
15688251,767,77837.63
15665238,745,6078.46
15748625,664,15304.08
15669516,746,16436.56
15736534,742,107667.91
15659098,669,19799.26
15566292,574,71709.12
15808621,659,149066.14
15776231,626,32825.5
15773809,620,6232.31
15649423,580,10357.03
15734886,686,147794.63
15807609,650,16649.31
15578977,786,144517.19
15677369,554,182038.6
15696859,474,172175.9
15653780,621,47578.45
15578761,459,177683.02
15736879,669,66088.83
15626742,694,117140.41
15672692,787,79510.37
15673570,580,77108.66
15767432,711,9679.28
15654238,673,81753.92
15790757,769,187925.75
15723873,657,98820.39
15612966,545,176924.21
15784209,497,90055.08
15794278,816,72814.31
15661036,725,161767.38
15637414,618,37147.61
15716835,546,125381.02
15696231,635,149853.89
15641675,611,161435.02
15670755,650,102925.76
15640059,606,70899.27
15698839,460,126952.5
15790314,649,130567.02
15677305,490,3937.37
15637979,664,78140.75
15815364,736,117431.1
15647099,633,72008.61
15622750,742,31520.4
15810864,700,182055.36
15677921,720,157552.08
15640442,717,41176.6
15685320,767,123880.19
15628936,692,16064.25
15797227,754,52615.62
15769974,679,121210.09
15737051,639,192247.35
15745196,571,84569.13
15653253,704,173498.45
15763431,698,93249.26
15707473,850,111755.8
15769504,743,108543.21
15776807,654,180345.44
15668747,702,109563.28
15570134,683,37976.36
15567367,601,103315.74
15762238,671,34673.98
15712825,511,140676.98
15640280,850,151738.54
15756026,790,14679.81
15613319,793,175544.02
15708917,598,136886.86
15778463,657,122218.23
15641655,700,50051.42
15806438,580,103516.08
15591969,497,164825.04
15747807,720,172557.77
15757811,732,110932.24
15660535,680,179843.33
15596914,630,131167.98
15695846,684,130928.22
15797964,732,138527.56
15625881,634,167032.49
15780628,633,41642.29
15575883,559,9677
15589488,686,80553.87
15727915,507,140134.43
15707567,732,91936.1
15599433,660,198674.08
15806983,640,92381.01
15592222,505,135180.11
15608968,714,27330.59
15586959,468,125305.34
15794048,667,113316.77
15745012,653,7330.59
15760550,741,174227.66
15807663,667,97508.04
15614215,717,97614.87
15808017,545,24302.95
15756804,636,110510.28
15646810,603,108488.33
15710424,435,197015.2
15692750,629,9217.55
15674840,645,4400.32
15656333,574,63163.99
15585362,749,17978.68
15571928,679,115136.51
15777211,515,142548.33
15625021,585,18657.77
15702968,733,134589.58
15600462,542,10350.74
15585255,577,74077.91
15772781,703,77294.56
15733119,718,94820.85
15792388,645,149139.13
15794580,599,176407.15
15675964,672,92027.69
15724848,516,115789.25
15693814,806,18461.9
15599660,604,79633.38
15566091,545,94739.2
15792328,475,56999.9
15719856,646,57236.44
15733114,552,26752.56
15797748,729,9200.54
15743411,609,22447.85
15753337,555,189122.89
15601026,572,16161.82
15636731,714,447.73
15628303,738,15650.73
15790782,661,38812.67
15700476,564,34338.21
15634141,708,823.36
15737795,512,135482.26
15790299,592,10656.89
15662100,850,171096.2
15599289,724,157862.82
15754084,710,127951.81
15729362,745,130789.6
15709295,697,128373.88
15745324,599,194273.2
15741336,715,5684.17
15620981,684,21228.34
15606149,571,189271.9
15660429,665,156774.94
15631681,807,85523.24
15619529,531,7222.92
15628034,629,23971.33
15686164,850,132173.31
15582797,685,113639.64
15753831,642,39768.59
15580956,683,117349.19
15602084,663,78004.5
15641009,544,79972.09
15605926,649,107125.79
15805955,638,47679.14
15605918,635,153265.31
15779711,750,179883.04
15705620,730,138882.98
15685357,750,9855.81
15570060,586,67046.83
15799515,652,77764.37
15704770,773,11723.57
15756475,551,91565.25
15655339,566,79616.37
15724563,752,140139.28
15782899,661,102297.15
15623521,838,145765.83
15608114,587,6776.92
15659557,811,9903.42
15633897,725,184023.54
15701301,646,67124.48
15701602,521,53793.1
15739189,561,45261.47
15799811,724,127847.25
15655274,548,48673.18
15585961,496,199505.53
15686936,676,169583.18
15602010,850,60083.11
15654673,625,165580.93
15759805,582,59668.81
15769948,737,64050.19
15686345,828,81853.98
15681174,730,145679.6
15750243,830,81622.52
15689176,663,176276.1
15668958,521,64299.82
15631054,625,180969.55
15593969,630,140881.2
15779059,670,110472.12
15785980,588,86460.28
15793949,726,114020.06
15645103,812,131660.31
15623828,682,161465.31
15715003,625,20018.79
15798348,600,50488.91
15769499,545,161326.73
15798521,675,45348.08
15812197,850,126555.74
15650933,490,187921.3
15692744,512,38629.3
15688963,731,24998.75
15599131,650,128815.33
15680303,594,19376.56
15628674,844,31904.31
15625698,624,196668.51
15750929,702,99654.13
15633650,677,4195.84
15589195,766,2035.94
15699911,461,132295.95
15692583,678,90284.47
15591257,796,61349.37
15696098,498,13892.57
15645517,850,9684.52
15649744,628,40546.15
15604304,539,136603.42
15813168,756,73406.04
15673055,494,6203.66
15782219,703,50679.48
15746410,432,150580.88
15780144,512,80120.19
15590476,589,151645.96
15624293,514,55072.32
15660316,420,149471.13
15616330,595,189995.86
15592229,713,46369.57
15798424,833,30722.52
15723250,519,101485.72
15592583,731,191734.67
15589358,848,193132.98
15789955,698,93982.02
15596800,779,197000.92
15647301,549,96404.38
15750258,675,97658.66
15733974,500,111698
15656121,733,177994.81
15614220,750,105125.65
15569247,727,753.37
15716134,617,107047.92
15763625,793,152153.74
15694821,765,173878.87
15671209,593,134594.99
15616529,613,41724.72
15773906,655,110527.71
15752463,826,190200.53
15589754,652,115333.43
15669899,755,143619.52
15768006,729,12128.69
15741295,615,49872.33
15811327,700,139735.54
15690664,729,100862.54
15719348,513,76640.29
15752731,615,87347.82
15600997,747,77370.37
15702430,548,31299.71
15710456,607,63495.86
15590820,699,150242.44
15640454,693,27345.18
15697789,647,87000.39
15588670,705,179978.68
15782454,552,190296.76
15814032,807,172782.69
15624428,651,178341.33
15755649,584,92915.84
15639882,528,50771.16
15791279,701,153537.55
15636935,797,132975.39
15779947,363,100615.14
15813444,590,171021.44
15769169,645,28667.56
15651052,399,139994.68
15724334,529,151169.83
15569451,463,118113.64
15650098,630,34453.17
15724307,780,64872.33
15599268,584,10956.82
15616451,697,168053.4
15715667,850,155227
15658969,711,38409.79
15738174,452,75279.39
15624229,694,11525.72
15812272,693,46998.13
15628298,500,179227.12
15775572,531,75248.75
15578515,659,158553.1
15742480,775,71682.54
15749482,772,1790.48
15607537,587,139431
15684865,771,130827.88
15600700,523,119404.63
15774155,662,162703
15634267,717,172665.21
15619626,746,170142.09
15660422,569,73977.23
15617934,579,60906.12
15593331,693,14633.35
15658052,626,20063.63
15721189,666,99792.82
15711288,512,37654.31
15803681,803,181208.47
15814930,588,121504.18
15615032,624,62825.03
15781989,733,184056.45
15647402,628,48924.73
15740494,633,191111.02
15701265,559,54184.06
15794870,744,78770.86
15726557,638,32916.29
15732199,837,50972.6
15662291,534,122066.5
15781586,837,79577.38
15617078,658,130529.13
15671322,724,15216.53
15793854,723,17512.53
15756539,585,131852.01
15690182,635,95611.74
15721719,743,80428.42
15779182,790,139266.48
15658532,520,34765.33
15688880,672,1285.81
15813917,653,83679.46
15636589,794,74275.08
15737748,534,199336.63
15793247,498,91711.66
15572360,683,79240.9
15800856,643,21360.88
15671097,428,54487.43
15800434,811,146359.81
15638806,645,10023.15
15644833,675,149583.67
15734634,607,7631.27
15808689,850,33082.81
15596493,687,177624.01
15629244,635,54560.79
15765537,687,153605.75
15796721,778,126702.41
15734942,539,13123.41
15664772,489,167973.63
15576683,568,125870.79
15650889,710,155593.74
15612108,625,67788.49
15609824,794,166526.26
15645778,670,188227.8
15691104,460,91560.63
15668445,521,86372.24
15613141,717,103706.41
15683403,611,73585.18
15683841,555,185387.14
15627232,608,77830.36
15745843,689,136610.02
15722902,652,17160.94
15791767,769,176843.53
15792722,611,114996.33
15723006,489,196990.79
15774738,632,185667.72
15574004,429,24020.49
15743067,625,122810.53
15714466,846,3440.47
15617982,661,35989.41
15696637,571,17163.75
15690647,582,44506.09
15672756,716,17848.3
15704586,758,76209.56
15727281,653,96429.29
15646276,831,191260.74
15697095,705,117273.35
15754796,487,44244.49
15628947,693,78133.48
15670481,684,137835.82
15619029,620,20670.1
15721487,739,57572.38
15629617,572,67040.12
15579062,707,30807.02
15710164,523,130883.9
15693904,685,194343.72
15797733,503,47310.24
15685150,799,111138.25
15774166,607,127560.77
15596671,603,144675.3
15799966,792,161479.19
15794560,550,133501.94
15809772,667,43229.2
15687959,573,94862.93
15585282,755,142377.69
15714993,552,135635.25
15646615,576,58976.85
15742632,670,76254.83
15796334,558,22878.16
15703019,583,113597.64
15680855,637,109219.43
15697311,697,50230.31
15684198,551,216.27
15608653,521,20243.97
15784280,686,86043.27
15789546,639,126561.07
15678385,465,10472.31
15571778,817,95941.55
15640627,611,170950.58
15566211,616,236.45
15595067,637,181610.6
15670374,819,166164.3
15700223,806,21439.49
15729956,726,19225.85
15640260,595,69428.79
15583748,592,180426.2
15790683,850,68594
15700212,475,122953
15626710,642,76821.24
15716491,710,141400.51
15625824,596,41921.75
15617705,609,175664.25
15761976,797,117916.63
15744517,735,166677.35
15686963,680,160131.58
15583595,461,103349.74
15801548,661,14490.79
15660833,796,105080.53
15762277,710,83499.89
15791302,741,143598.7
15798975,606,36091.91
15701200,576,48314
15729040,440,49826.68
15602497,850,20769.88
15701333,646,163427.18
15812071,744,140068.77
15738267,544,111402.97
15653595,796,194733.28
15668058,661,86678.48
15597131,415,3064.65
15640953,611,120801.65
15715031,600,52193.23
15589660,661,56636.28
15769818,850,69372.88
15614818,764,118982.51
15797686,558,152872.39
15690678,530,172930.28
15747677,656,36108.5
15807294,653,96658.26
15599552,639,53843.71
15718779,780,64804.04
15779481,628,126192.54
15709994,658,135459.02
15618018,571,178512.52
15671032,760,97906.38
15649523,581,46176.22
15618314,676,67998.45
15725141,716,27341.63
15693018,678,91633.53
15636756,545,189613.12
15576714,687,154767.34
15793881,721,3086.89
15789548,592,126726.33
15617518,675,149399.7
15631813,621,58883.91
15729668,521,154271.41
15741728,591,122022.89
15576676,706,50299.14
15765520,769,171344.09
15593470,576,23305.85
15648721,711,3185.67
15801466,574,88463.63
15649121,665,116137.01
15674811,739,105533.96
15646037,641,81514.06
15665695,594,23631.55
15662955,697,90591.15
15657386,712,90905.26
15777797,689,8651.92
15783955,697,15467.98
15804516,589,79915.28
15681758,525,69361.95
15588248,617,7597.83
15735222,705,73131.73
15604804,516,120037.36
15571550,699,80963.92
15723053,504,15658.99
15754177,712,26542.17
15683544,626,65010.74
15708048,631,106892.91
15701109,663,185210.63
15600110,506,4035.46
15651533,570,177805.44
15655574,698,114732.62
15569423,731,22299.27
15675501,616,17699.48
15633233,500,118490.8
15667134,446,133292.94
15752342,704,145071.33
15654851,748,85495.24
15741429,680,101139.3
15718247,606,183717.94
15780835,652,179269.79
15801767,784,108891.3
15569178,570,71811.9
15746749,681,59679.9
15662758,620,85000.32
15709387,711,159808.95
15589348,850,28865.59
15772933,591,141677.33
15744614,541,73551.44
15669410,683,24938.84
15807595,485,51113.14
15713644,686,158974.45
15750466,790,198182.73
15612771,452,4175.68
15788483,719,126876.47
15744983,712,95719.73
15630419,634,57121.51
15778025,685,194808.51
15684269,707,17987.4
15746970,760,25101.17
15725024,805,33330.89
15592116,585,2401.26
15624391,595,178361.04
15567422,630,162697.93
15612627,627,80607.33
15574879,631,23146.62
15675320,758,123218.81
15643824,637,74588.41
15663489,633,193362.99
15683677,769,47722.79
15730639,715,65057.71
15672132,695,46374.64
15742638,747,42039.67
15578603,584,138192.98
15726088,476,22735.45
15682533,850,186910.74
15569410,601,153012.13
15632256,541,86173.92
15724466,744,197548.63
15777639,595,37042.8
15802501,724,121085.72
15778410,533,194113.99
15704763,523,118711.75
15645544,642,582.53
15796313,662,138871.12
15602844,717,189175.71
15636238,611,102547.56
15770101,766,36706.56
15596397,814,132870.15
15689980,725,131173.9
15633260,600,88669.89
15756471,656,160835.3
15721303,640,24761.36
15725664,549,157442.75
15701946,715,97782.92
15748947,657,68255.88
15771636,793,148993.47
15642002,554,95277.15
15607691,658,94925.62
15589380,713,87308.18
15603846,711,83978.86
15725355,439,104889.3
15773017,763,149705.25
15625641,697,16445.79
15776467,702,54689.16
15606841,823,156603.7
15757648,683,182566.76
15677173,555,60194.05
15764170,647,36579.53
15610446,714,5862.53
15774931,452,99017.34
15779247,683,187987.01
15605263,552,10921.5
15607381,769,53817.23
15576085,739,143882.25
15637131,829,30529.88
15613471,579,18800.13
15752816,531,75585.48
15804075,628,63085.94
15797389,604,7267.25
15621432,630,186826.22
15779390,850,162149.07
15711219,788,180150.49
15770498,798,83478.12
15678727,770,26163.74
15572467,506,127543.81
15802478,767,195668
15619343,561,133167.11
15569209,464,158668.87
15788539,501,9249.36
15747222,745,116581.1
15699634,667,148608.39
15589076,737,188670.9
15685844,518,192776.64
15583090,581,46735.19
15587581,785,169117.74
15573741,698,105227.86
15633574,730,128246.81
15570601,785,33823.5
15690925,527,97468.44
15780746,705,191313.7
15778190,639,178222.77
15786852,565,179445.28
15641183,731,97877.92
15805312,607,113051.57
15597909,652,158437.73
15766686,659,20652.69
15590268,529,112781.5
15641043,648,78436.36
15669922,530,14721.8
15670602,790,160450.21
15713479,656,1485.27
15574783,584,180363.56
15773487,634,196021.73
15802486,488,125979.36
15783398,535,111421.77
15604588,850,179360.76
15629078,850,192744.23
15677382,625,182336.45
15566843,535,118825.56
15626983,605,40062.99
15773605,670,46175.7
15590606,595,5967.09
15576644,687,122134.56
15750264,757,62972.13
15741554,746,174815.54
15769051,503,192841.13
15638355,658,156361.58
15629575,717,179128.69
15627262,536,120661.71
15652693,573,149814.68
15586993,655,41782.7
15584930,726,2704.09
15799031,523,6726.53
15810457,728,170764.08
15697879,701,45742.42
15645956,452,69697.74
15651713,684,183575.01
15737265,728,161203.6
15687310,783,143752.77
15698321,648,147055.87
15569187,680,143774.06
15615456,680,81776.84
15589793,604,190998.96
15781884,624,4470.52
15675190,623,135851.3
15600734,624,172372.63
15779176,565,135875.51
15605286,565,128124.7
15623647,655,86013.96
15668472,705,79886.06
15638463,681,163581.67
15693468,488,12440.44
15671930,717,145551.6
15591386,622,51112.8
15694192,598,173783.38
15635597,644,155294.17
15630913,476,134260.34
15756680,667,147090.9
15587913,748,132368.47
15627876,719,63051.32
15772601,845,199761.29
15758606,738,55725.04
15622454,695,57992.49
15748381,613,77242.19
15755678,534,42763.12
15613656,842,83172.19
15734311,661,76889.79
15657214,601,51554.58
15729970,684,79495.01
15725835,785,52583.79
15745543,687,26848.25
15612050,556,151310.16
15726267,570,62810.91
15742238,705,116672.02
15715297,779,52894.01
15761477,501,80241.14
15752953,634,17622.82
15603088,451,48021.71
15666043,520,166102.61
15746190,624,104353.26
15658716,667,178106.34
15679909,665,132152.32
15634262,709,21521.38
15799825,583,27431.62
15710743,621,133831.37
15595831,579,164083.72
15709846,840,84487.62
15566494,487,77475.73
15733429,520,343.38
15814536,549,47432.43
15610686,850,184107.26
15705991,469,11950.29
15679550,743,175252.78
15787655,707,174303.29
15668081,581,80701.72
15747980,737,198516.2
15710295,445,175756.36
15724443,703,82824.08
15569503,765,159899.97
15772262,545,127394.67
15767794,744,58961.49
15697214,686,152979.14
15573309,626,95794.98
15805303,661,189742.78
15741385,710,188574.08
15780254,654,183872.88
15744843,569,196555.32
15815626,640,112503.24
15784736,562,46864
15813412,721,65864.4
15779738,534,169653.32
15668669,423,118372.55
15687477,594,16481.12
15578908,725,138525.19
15687658,716,14608
15615020,595,81548.38
15608886,679,69608.48
15602551,667,68873.8
15672945,661,81102.81
15757408,655,81054
15806132,555,74149.77
15813022,531,99503.19
15673578,611,10109.47
15757916,600,58855.85
15593295,548,133537.53
15804814,759,124615.59
15630241,594,192434.11
15615096,492,49463.44
15659931,637,81431.99
15634949,593,65532.17
15795990,722,3472.63
15631201,472,1801.77
15686255,738,85185.44
15746594,732,119882.7
15718893,404,83715.66
15652540,683,77326.78
15651554,618,133573.29
15723320,651,114566.47
15603851,704,184464.7
15777923,544,151401.33
15757568,704,137739.45
15610355,713,64375.4
15704284,736,28434.44
15621893,727,46941.41
15688619,718,193724.51
15616931,653,55663.85
15612109,819,181507.44
15613712,634,61995.57
15594349,850,59748.19
15574167,665,159840.51
15648794,836,37141.62
15588614,753,159475.08
15694200,693,58719.63
15721426,606,7861.68
15762138,608,178504.29
15685706,731,156048.64
15780846,787,62163.53
15805260,705,88428.41
15621629,773,35908.46
15662151,554,168780.04
15649738,698,125962.02
15609562,774,17004.14
15787459,745,116331.42
15762902,649,22974.01
15738605,634,49725.16
15762169,556,90928.02
15589320,699,76510.46
15609998,700,142977.05
15761763,845,150664.97
15764409,613,114153.44
15735246,798,119071.56
15791700,773,143007.49
15770174,762,54122.89
15751788,850,175853.64
15764237,663,91514.62
15769917,673,76703.1
15641850,717,110887.14
15770974,741,109843.16
15803749,498,12577.21
15627484,686,124170.9
15610337,666,175015.12
15752488,733,115441.66
15763662,711,175423.69
15610594,644,20968.88
15756125,757,158735.1
15623277,696,196134.44
15795954,746,22374.97
15671969,649,161668.15
15791268,565,67339.34
15713655,720,56229.72
15633930,648,140991.23
15712849,632,177644.52
15808784,835,154559.28
15648577,493,176570.28
15633112,681,9452.88
15780038,756,169763.89
15756305,515,160663.11
15578799,625,192072.1
15800326,717,93275.61
15785485,595,112269.67
15727546,762,43075.7
15739576,706,12368.11
15631333,677,42410.21
15589643,684,138394.37
15585533,679,172501.38
15681506,478,197916.43
15630551,696,7035.36
15698349,686,159676.55
15776631,466,80603.99
15762216,686,187599.8
15623927,576,94450.97
15681402,763,143981.27
15812945,582,84012.81
15777553,659,99504.03
15703588,665,35321.65
15570835,491,41229.73
15679299,726,78970.58
15808044,580,107890.69
15667620,732,65731.53
15582960,473,145698.73
15590730,745,50046.25
15778320,848,158853.98
15766765,664,170835.32
15783615,630,47775.34
15619889,556,195167.38
15579166,619,160948.87
15789097,644,44965.54
15674880,658,52137.73
15589204,591,118782.06
15582714,749,135655.29
15614034,607,35786.76
15757577,676,118522.73
15736656,723,89972.25
15602034,697,73334.43
15569222,781,40066.95
15756056,561,191387.76
15749019,545,162321.26
15612193,762,148256.43
15762984,648,122899.01
15613713,644,10771.46
15639415,850,183566.78
15806332,484,175224.12
15695492,439,180598.66
15635972,484,186136.48
15581440,724,80552.11
15654390,640,25722.28
15806307,537,20603.32
15647975,651,141763.26
15595728,523,122284.38
15735388,717,190011.85
15765902,706,135662.17
15642345,714,7571.51
15706163,518,92727.42
15775203,824,60151.77
15787907,719,149097.38
15646764,617,35199.24
15669342,731,139083.7
15710366,569,83629.6
15588701,592,35338.96
15670205,518,89327.67
15635776,686,151903.6
15791053,709,11.58
15751057,701,106287.77
15682600,620,80582.34
15730738,786,18210.36
15625904,624,31231.35
15654463,841,141582.66
15774151,614,14666.35
15693259,676,55400.17
15642468,697,174667.65
15758531,732,154189.08
15728352,623,142170.44
15778395,762,68562.26
15599251,602,113781.99
15672374,672,56407.42
15732476,600,125698.97
15747724,671,23235.38
15646539,531,56794.73
15756901,641,28157.34
15809286,631,152422.91
15579130,708,181499.77
15670914,754,180698.32
15604073,815,136071.05
15574886,706,146949.74
15707120,850,88920.68
15800845,732,45098.62
15574842,653,199357.24
15607837,746,43106.17
15714877,662,137508.31
15782941,573,91957.39
15661821,798,31686.33
15728006,524,180002.42
15782247,540,186233.26
15769064,537,31728.86
15613189,774,113266.28
15592645,704,25684.93
15768387,581,29737.14
15792525,628,149922.38
15790659,701,27597.59
15772632,680,167035.07
15654409,665,29641.58
15568025,758,116520.07
15679294,589,37024.28
15727490,661,107243.31
15641629,537,41233.97
15756920,576,78955.8
15704442,672,147311.47
15725818,583,5635.63
15716518,617,190269.21
15742210,700,100950.48
15630617,727,113033.73
15720838,689,120663.57
15595537,626,187192.23
15693199,739,191557.1
15661219,627,103287.62
15760294,512,64869.32
15652808,774,102426.06
15803790,638,37294.88
15764105,475,89248.99
15766896,750,16870.2
15659501,753,33730.43
15745001,683,104786.59
15651140,710,94790.34
15776824,714,67057.27
15778155,520,183572.39
15666548,466,197634.11
15713378,711,53311.78
15753370,691,107665.02
15628007,653,53379.52
15689341,655,179267.94
15769522,734,116912.45
15744327,564,85455.62
15798666,814,98657.01
15577064,592,107948.72
15759436,758,67944.09
15751561,498,187247.56
15739068,638,114722.42
15726490,782,52759.82
15738411,505,126451.14
15709396,801,95804.33
15803804,717,172172.7
15752838,723,94415.6
15569571,584,120376.87
15791102,549,131710.59
15709487,668,56780.97
15755178,660,191849.15
15617197,524,31840.59
15631310,537,91406.62
